5801012610091,2015,1,010123101,3.5
5801012610091,2015,1,010123102,1.5
5801012610091,2015,1,040203111,2.5
5801012610091,2015,1,040313005,2
5801012610091,2015,1,040313006,3.5
5801012610091,2015,1,080103001,3
5801012610091,2015,1,080203901,3.5
5801012610091,2015,1,080303505,4
5801012610091,2015,2,010113010,2.5
5801012610091,2015,2,010113011,4
5801012610091,2015,2,010123103,1
5801012610091,2015,2,040203112,2.5
5801012610091,2015,2,040313007,2.5
5801012610091,2015,2,040313008,3.5
5801012610091,2015,2,080103002,2.5
5801012610091,2015,2,080303501,3.5
5801012610091,2016,1,010123104,2.5
5801012610091,2016,1,010123106,3
5801012610091,2016,1,010123107,3
5801012610091,2016,1,010123108,2
5801012610091,2016,1,010123109,3.5
5801012610091,2016,1,040503001,3
5801012610091,2016,2,010123110,3
5801012610091,2016,2,010123111,2.5
5801012610091,2016,2,010123112,2
5801012610091,2016,2,010123113,1
5801012610091,2016,2,010123114,1.5
5801012610091,2016,2,040203100,3.5
5801012610091,2017,1,010123115,3
5801012610091,2017,1,010123116,2
5801012610091,2017,1,010123117,1.5
5801012610091,2017,1,010123118,2.5
5801012610091,2017,1,010123119,2.5
5801012610091,2017,1,040313017,4
5801012610091,2017,1,080103016,3